"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-04-20,"WHO IS GOVERNMENT?","Michael Lewis","Riverhead.","Nonfiction",10,8,3,"10       WHO IS GOVERNMENT?, edited by Michael Lewis. (Riverhead.) Essays by                    8            3 Casey Cep, Dave Eggers, John Lanchester, Geraldine Brooks, Sarah Vowell, W. Kamau Bell and Michael Lewis illuminate the work of federal employees and the business of government."
2025-04-20,"MIRACLES AND WONDER","Elaine Pagels","Doubleday.","Nonfiction",11,NA,1,"11       MIRACLES AND WONDER, by Elaine Pagels. (Doubleday.) The author of ""The                 --           1 Gnostic Gospels"" delves into explanations of aspects of the life of Jesus made by his disciples."
2025-04-20,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",12,10,96,"12       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific      10           96 research on aging and longevity."
2025-04-20,"BAD LAW","Elie Mystal","New Press.","Nonfiction",13,13,2,"13       BAD LAW, by Elie Mystal. (New Press.) The author of “Allow Me to Retort”               13           2 examines 10 laws that he argues are negatively impacting America."
2025-04-20,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",14,11,12,"14       THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an                    11           12 account of abuse within her family, who gained a following with their YouTube channel “8 Passengers.”"
2025-04-20,"DARE I SAY IT","Naomi Watts","Crown.","Nonfiction",15,NA,2,"15       DARE I SAY IT, by Naomi Watts. (Crown.) The Academy Award-nominated                    --           2 actress demystifies occurrences and unpacks stigmas related to menopause. Hawes Publications                                                                                      www.hawes.com"
2025-04-27,"SAY YOU'LL REMEMBER ME","Abby Jimenez","Forever.","Fiction",1,1,2,"1      SAY YOU'LL REMEMBER ME, by Abby Jimenez. (Forever.) Despite having a great                 1        2 date, Samantha asks a veterinarian to forget about her because her family is in crisis."
2025-04-27,"BLOOD OF HERCULES","Jasmine Mas","Canary Street.","Fiction",2,NA,1,"2      BLOOD OF HERCULES, by Jasmine Mas. (Canary Street.) A reimagining of the story             --       1 of Hercules in which the protagonist is forced to attend the Spartan War Academy."
2025-04-27,"FIREBIRD","Juliette Cross","Bramble.","Fiction",3,NA,1,"3      FIREBIRD, by Juliette Cross. (Bramble.) A Roman general who can transform into a           --       1 dragon and a Dacian dancer discover that their love may bring about pain."
2025-04-27,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",4,2,12,"4      ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                 2        12 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-04-27,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",5,4,6,"5      BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront               4        6 her past when the man she once loved as a teenager returns to the village with his son."
2025-04-27,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",6,6,75,"6      IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                6        75 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-04-27,"THE BUTCHER'S MASQUERADE","Matt Dinniman","Ace.","Fiction",7,NA,1,"7      THE BUTCHER'S MASQUERADE, by Matt Dinniman. (Ace.) The fifth book in the                   --       1 Dungeon Crawler Carl series. The action moves to the sixth floor, which is known as the Hunting Grounds."
2025-04-27,"THE NEVER LIST","Jade Presley","Red Tower.","Fiction",8,NA,1,"8      THE NEVER LIST, by Jade Presley. (Red Tower.) Four immortal god-princes try to             --       1 make Rylee Gray fall for all of them to prevent the kingdom of Lumathyst from falling into ruin."
2025-04-27,"SUMMER IN THE CITY","Alex Aster","Morrow.","Fiction",9,3,3,"9      SUMMER IN THE CITY, by Alex Aster. (Morrow.) A screenwriter seeking inspiration            3        3 coincidentally moves next door to the billionaire with whom she hooked up a couple years ago."
2025-04-27,"THE GRIFFIN SISTERS' GREATEST HITS","Jennifer Weiner","Morrow.","Fiction",10,NA,1,"10      THE GRIFFIN SISTERS' GREATEST HITS, by Jennifer Weiner. (Morrow.) Two                      --       1 decades after a pop duo broke up, facets of their familial and working relationships are seen in a different light."
2025-04-27,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",11,15,92,"11      FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the             15       92 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-04-27,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",12,7,24,"12      THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her                   7        24 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-04-27,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",13,8,62,"13      THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to serve         8        62 during the Vietnam War and returns to a divided America."
2025-04-27,"JAMES","Percival Everett","Doubleday.","Fiction",14,9,41,"14      JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of                   9        41 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-04-27,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",15,12,39,"15      THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                   12       39 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge. Hawes Publications                                                                                    www.hawes.com"
2025-04-27,"FAHRENHEIT-182","Mark Hoppus with Dan Ozzi","Dey Street.","Nonfiction",1,NA,1,"1       FAHRENHEIT-182, by Mark Hoppus with Dan Ozzi. (Dey Street.) The singer and             --           1 bassist for the pop-punk band Blink-182 looks back at moments from his life and career."
2025-04-27,"ON DEMOCRACIES AND DEATH CULTS","Douglas Murray","Broadside.","Nonfiction",2,NA,1,"2       ON DEMOCRACIES AND DEATH CULTS, by Douglas Murray. (Broadside.) The                    --           1 author of “The War on the West” gives his perspective on the conflict between Israel and Hamas."
2025-04-27,"FIGHT","Jonathan Allen and Amie Parnes","Morrow.","Nonfiction",3,2,2,"3       FIGHT, by Jonathan Allen and Amie Parnes. (Morrow.) The authors of “Shattered”         2            2 give an account of the 2024 presidential campaigns."
2025-04-27,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",4,3,4,"4       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                 3            4 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-04-27,"WHO IS GOVERNMENT?","Michael Lewis","Riverhead.","Nonfiction",5,10,4,"5       WHO IS GOVERNMENT?, edited by Michael Lewis. (Riverhead.) Essays by                    10           4 Casey Cep, Dave Eggers, John Lanchester, Geraldine Brooks, Sarah Vowell, W. Kamau Bell and Michael Lewis illuminate the work of federal employees and the business of government."
2025-04-27,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",6,4,55,"6       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                4            55 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-04-27,"UNCHARTED","Chris Whipple","Harper Influence.","Nonfiction",7,NA,1,"7       UNCHARTED, by Chris Whipple. (Harper Influence.) The author of “The                    --           1 Gatekeepers” shares anecdotes and insights from the 2024 presidential election."
2025-04-27,"JOHN & PAUL","Ian Leslie","Celadon.","Nonfiction",8,NA,1,"8       JOHN & PAUL, by Ian Leslie. (Celadon.) The 23-year relationship between John           --           1 Lennon and Paul McCartney is viewed through the lens of the songs they wrote together."
2025-04-27,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",9,5,4,"9       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author                  5            4 of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-04-27,"CARELESS PEOPLE","Sarah Wynn-Williams","Flatiron.","Nonfiction",10,6,5,"10       CARELESS PEOPLE, by Sarah Wynn-Williams. (Flatiron.) A former Facebook                 6            5 executive gives an account of policies and leadership at the social media platform."
2025-04-27,"I AM MARIA","Maria Shriver","The Open Field.","Nonfiction",11,1,2,"11       I AM MARIA, by Maria Shriver. (The Open Field.) The Peabody and Emmy Award-            1            2 winning journalist and producer weaves together life reflections with poems."
2025-04-27,"AUTISM OUT LOUD","Kate Swenson, Carrie Cariello and Adrian Wood","Park Row.","Nonfiction",12,7,2,"12       AUTISM OUT LOUD, by Kate Swenson, Carrie Cariello and Adrian Wood. (Park               7            2 Row.) Three women from different backgrounds share their stories of raising a child with autism."
2025-04-27,"NO MORE TEARS","Gardiner Harris","Random House.","Nonfiction",13,NA,1,"13       NO MORE TEARS, by Gardiner Harris. (Random House.) The investigative                   --           1 journalist brings to light the corporate practices of the pharmaceutical company Johnson & Johnson."
2025-04-27,"THE ECHO MACHINE","David Pakman","Beacon.","Nonfiction",14,NA,2,"14       THE ECHO MACHINE, by David Pakman. (Beacon.) The podcast host assesses                 --           2 a cycle of reactionary political ideology in an era of polarization."
2025-04-27,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",15,12,97,"15       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific      12           97 research on aging and longevity. Hawes Publications                                                                                      www.hawes.com"
2025-05-04,"THE PERFECT DIVORCE","Jeneva Rose","Blackstone.","Fiction",1,NA,1,"1      THE PERFECT DIVORCE, by Jeneva Rose. (Blackstone.) Around the time of the                  --       1 disappearance of a woman who had a one-night stand with the attorney Sarah Morgan’s new husband, police reopen the investigation into the murder of her first husband’s mistress."
2025-05-04,"STRANGERS IN TIME","David Baldacci","Grand Central.","Fiction",2,NA,1,"2      STRANGERS IN TIME, by David Baldacci. (Grand Central.) In London in 1944, two              --       1 teenagers dealing with the dangers of World War II form an alliance with a bookshop owner."
2025-05-04,"SAY YOU'LL REMEMBER ME","Abby Jimenez","Forever.","Fiction",3,1,3,"3      SAY YOU'LL REMEMBER ME, by Abby Jimenez. (Forever.) Despite having a great                 1        3 date, Samantha asks a veterinarian to forget about her because her family is in crisis."
2025-05-04,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",4,4,13,"4      ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                 4        13 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-05-04,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",5,6,76,"5      IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                6        76 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-05-04,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",6,5,7,"6      BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront               5        7 her past when the man she once loved as a teenager returns to the village with his son."
2025-05-04,"FIREBIRD","Juliette Cross","Bramble.","Fiction",7,3,2,"7      FIREBIRD, by Juliette Cross. (Bramble.) A Roman general who can transform into a           3        2 dragon and a Dacian dancer discover that their love may bring about pain."
2025-05-04,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",8,12,25,"8      THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her                   12       25 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-05-04,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",9,13,63,"9      THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to serve         13       63 during the Vietnam War and returns to a divided America."
